,x,y,z,Vx,Vy,Vz
2557,373.77097,-1320.6979099999999,46.36475,6.024,34.237,-65.242
2558,373.78803000000005,-1261.6561299999998,38.24425,220.205,309.981,4.505
2559,373.79103000000003,-1296.13878,43.63249999999999,131.765,116.464,-4.931
2560,373.79690000000005,-1290.62982,43.218250000000005,110.374,196.344,-12.568
2561,373.80584000000005,-1307.74526,44.976749999999996,96.35,98.566,-2.049
2562,373.80639,-1253.5083200000001,36.65275,185.821,215.737,-3.1
2563,373.80649,-1241.0803,33.56075,182.071,254.535,27.385
2564,373.84040999999996,-1250.7671799999998,36.683749999999996,202.484,249.088,-36.494
2565,373.84702000000004,-1215.175,33.34525,111.511,53.188,-6.355
2566,373.85283000000004,-1240.42685,33.685249999999996,175.77,240.03,16.903
2567,373.86275,-1225.31603,32.909,133.254,55.229,14.176
2568,373.9056,-1297.39651,43.742999999999995,128.537,114.823,-13.778
2569,373.91933,-1247.9645500000001,35.8785,208.969,279.992,-4.61
2570,373.92464,-1238.8047,33.8365,162.568,207.476,0.109
2571,373.94647,-1256.9284499999999,37.311,187.362,262.926,0.514
2572,373.95948,-1311.2863300000001,45.05775,75.977,113.499,1.635
2573,373.96301,-1278.9890500000001,41.6575,120.948,225.806,-25.732
2574,373.96878000000004,-1306.40599,44.988,111.459,104.208,-21.692
2575,373.97166999999996,-1231.15624,33.802,118.755,124.006,5.638
2576,373.98719,-1209.56492,32.66925,99.078,83.991,-11.048
2577,374.01491999999996,-1264.50727,39.453250000000004,169.731,303.482,-31.317
2578,374.01825,-1319.81602,44.9925,27.29,60.56,22.098
2579,374.04084,-1242.9176699999998,34.453250000000004,188.871,282.42,-4.384
2580,374.0578,-1226.33513,32.79025,134.015,75.042,13.089
2581,374.07097999999996,-1266.0716200000002,39.886500000000005,131.428,266.423,-31.631
2582,374.07396,-1263.22469,38.68575,203.815,321.448,-9.249
2583,374.08673,-1252.3293899999999,36.8315,189.772,224.588,-40.578
2584,374.09312,-1309.00178,44.41025,87.808,103.29,22.291
2585,374.11586,-1298.7271799999999,43.8505,126.739,117.15,-14.708
2586,374.13083,-1235.83275,34.100249999999996,136.573,178.752,-10.82
2587,374.13586,-1281.25206,42.40350000000001,98.808,225.216,-32.547
2588,374.13846,-1268.85479,40.38,119.606,211.769,-3.967
2589,374.15984000000003,-1314.7918,46.5475,63.171,73.871,-69.8
2590,374.17435,-1232.4266100000002,33.79125,113.757,135.128,23.07
2591,374.26618,-1302.54898,44.513749999999995,126.775,124.203,-26.685
2592,374.31803,-1255.88757,36.5465,173.764,250.26,30.197
2593,374.32768,-1260.72003,37.6295,223.405,305.075,20.526
2594,374.32768,-1234.84002,33.75025,131.07,170.142,5.438
2595,374.32846,-1224.4101,32.427249999999994,133.828,46.928,21.222
2596,374.35532,-1285.4763799999998,41.84025,50.923,197.752,4.201
2597,374.35535999999996,-1216.1324399999999,33.271,116.115,42.957,-7.909
2598,374.37338,-1270.51329,40.400000000000006,131.558,179.533,9.538
2599,374.37718,-1288.94344,42.62,91.642,210.025,-2.259
2600,374.38207,-1276.80154,40.394000000000005,152.671,187.529,15.145
2601,374.39034000000004,-1320.88591,46.273,12.297,52.04,-51.903
2602,374.39392,-1210.8679,32.66275,100.634,71.79,-10.726
2603,374.39609,-1233.8076299999998,33.57125,122.852,158.265,17.165
2604,374.41684000000004,-1221.32111,32.82775,139.159,15.186,3.345
2605,374.44054,-1245.23002,35.04325,197.829,287.785,9.713
2606,374.44151,-1273.39408,40.564499999999995,154.46,165.823,-7.251
2607,374.47204999999997,-1303.7992,44.939499999999995,127.427,123.875,-40.401
2608,374.49801,-1293.35232,43.319,132.059,136.384,-11.083
2609,374.51282000000003,-1318.05223,45.5055,45.936,55.944,12.399
2610,374.51618,-1267.93871,40.3055,121.078,231.573,-21.994
2611,374.53606,-1227.29861,33.0855,140.421,101.978,4.046
2612,374.53618,-1208.34313,31.911499999999997,95.072,84.742,-0.69
2613,374.55101,-1287.41625,42.112,73.757,210.48,-0.563
2614,374.59659000000005,-1246.3345900000002,35.0815,198.253,284.631,20.439
2615,374.60994,-1309.9971200000002,44.159,81.553,113.577,29.393
2616,374.62035,-1313.1538500000001,46.130500000000005,74.248,107.887,-40.621
2617,374.62439,-1217.8681299999998,33.051249999999996,129.233,25.021,0.318
2618,374.62636,-1294.86944,43.36750000000001,132.918,123.705,-2.56
2619,374.63046,-1258.0658500000002,37.039249999999996,195.774,277.109,22.08
2620,374.66001,-1244.1695300000001,35.083,193.009,285.728,-12.472
2621,374.66856,-1271.69584,40.325,143.483,169.732,4.683
2622,374.69439,-1308.2131399999998,44.521499999999996,99.462,105.991,12.315
2623,374.7073,-1316.4796299999998,45.865,59.232,57.404,-12.276
2624,374.71096,-1322.64571,47.984750000000005,0.405,-0.364,-145.265
2625,374.7233,-1222.71741,32.435,138.831,26.41,9.047
2626,374.72805,-1251.32579,36.723,189.877,255.654,-30.266
2627,374.72898,-1261.76734,38.072,222.618,322.063,3.427
2628,374.7335,-1207.16768,31.400250000000003,87.857,83.133,12.484
2629,374.73787,-1279.65371,41.95225,129.343,229.079,-45.057
2630,374.75390999999996,-1254.93432,35.88325,167.308,245.67,52.039
2631,374.77487,-1277.9241499999998,40.463,148.591,202.748,16.105
2632,374.78522,-1259.00424,36.9745,207.194,286.53,42.841
2633,374.78596000000005,-1236.99543,34.143,150.461,209.57,-10.385
2634,374.81728999999996,-1249.2698799999998,35.908,200.34,282.87,-9.116
2635,374.833,-1241.97369,34.289249999999996,183.744,279.367,-12.162
2636,374.84539,-1289.87776,43.0525,102.122,194.253,-18.841
2637,374.8498,-1228.79623,33.52025,147.42,132.58,-15.514
2638,374.86561,-1282.94679,42.52475,78.921,208.922,-20.576
2639,374.89059000000003,-1292.01777,43.455,124.797,156.89,-30.592
2640,374.89246999999995,-1219.62594,32.9245,139.911,15.163,-0.854
2641,374.90178000000003,-1240.52066,34.13225,171.733,249.787,-2.579
2642,374.98515000000003,-1253.1145900000001,36.87825,173.596,234.393,-33.805
2643,374.98938,-1230.8256399999998,33.78375,132.8,160.283,-14.112
2644,374.99061,-1248.06034,35.5555,199.618,285.725,7.075
2645,374.99408,-1274.62524,40.8,160.894,161.737,-24.944
2646,375.00481,-1284.15622,42.53125,61.612,198.346,-4.909
2647,375.03898,-1290.90017,43.4495,113.719,176.998,-37.173
2648,375.04038,-1239.02417,34.12675,162.224,234.903,-8.025
2649,375.08125,-1319.15597,44.82525,41.94,70.231,21.96
2650,375.08547999999996,-1273.5585800000001,40.46925,156.826,162.641,-10.174
2651,375.0863,-1256.45732,36.7105,172.381,261.846,21.037
2652,375.09979,-1225.08206,32.21125,133.573,71.496,27.347
2653,375.12655,-1300.2785700000002,43.39125000000001,130.349,122.544,2.961
2654,375.1556,-1296.25997,43.47825,131.284,119.78,-5.969
2655,375.16459999999995,-1212.75027,32.00425,103.872,47.835,11.196
2656,375.17398,-1305.56358,44.99975,129.602,121.244,-46.136
2657,375.18636,-1314.09468,46.5955,76.305,97.648,-62.433
2658,375.22531,-1264.9828799999998,40.06675,166.886,309.043,-63.635
2659,375.25694,-1268.93118,40.55975,120.372,218.047,-22.522
2660,375.25699,-1320.19201,45.464749999999995,33.437,68.108,15.516
2661,375.25978999999995,-1297.50626,43.56325,128.12,118.213,-13.131
2662,375.27853999999996,-1235.26768,33.464499999999994,135.666,198.14,17.405
2663,375.30156,-1281.61201,42.028,116.529,221.387,-35.711
2664,375.31653,-1218.3788200000001,33.007749999999994,136.112,19.593,-10.218
2665,375.34064,-1211.51802,32.306000000000004,98.817,55.06,0.717
2666,375.34915,-1298.9438300000002,43.6685,129.167,119.981,-11.737
2667,375.34962,-1302.2173300000002,43.926,135.436,130.302,-2.318
2668,375.36109999999996,-1217.1357600000001,33.3735,126.792,27.356,-20.317
2669,375.36397,-1233.18702,33.722750000000005,120.623,185.388,20.556
2670,375.38206,-1276.17154,40.453250000000004,162.44,171.578,-11.184
2671,375.38647,-1269.83185,40.61325,127.205,197.391,-6.215
2672,375.39585999999997,-1232.01699,33.85,124.609,184.992,0.435
2673,375.40486,-1311.44852,44.56175,79.528,127.65,15.258
2674,375.42237,-1238.0209,34.25025,158.121,229.627,-15.191
2675,375.43271999999996,-1321.22805,46.59225,27.192,55.924,-49.16
2676,375.43447,-1272.55772,40.278,151.309,165.528,1.131
2677,375.43543,-1293.9256699999999,43.17325,133.843,133.232,-7.716
2678,375.45238,-1220.59802,32.3935,142.518,18.41,5.216
2679,375.45448,-1214.77828,32.6955,111.867,41.445,-3.466
2680,375.46712,-1309.10605,44.19775,90.656,118.411,27.962
2681,375.47447,-1288.8119,42.705749999999995,91.662,197.859,-12.235
2682,375.49188,-1208.42433,31.908749999999998,93.418,74.466,3.056
2683,375.50299,-1254.0153300000002,36.3755,161.072,249.85,5.266
2684,375.54937,-1260.5266100000001,37.33025,220.293,307.274,27.234
2685,375.56131,-1310.62533,44.49425,81.222,127.338,27.223
2686,375.59119,-1306.49459,44.74675,127.538,121.887,-34.067
2687,375.59508,-1226.08275,32.45575,136.783,107.073,25.555
2688,375.61248,-1278.63479,40.549,152.792,212.343,-1.103
2689,375.65107,-1307.61166,44.546749999999996,114.2,118.486,-8.779
2690,375.66244,-1286.34425,42.01275,64.446,191.266,8.22
2691,375.66272,-1267.11728,40.20775,129.94,256.299,-34.15
2692,375.66904999999997,-1263.56809,39.24925,201.705,337.68,-45.301
2693,375.69547,-1227.27377,32.88974999999999,145.531,135.353,10.99
2694,375.70365000000004,-1266.00807,40.13425,147.818,286.797,-52.455
2695,375.70626,-1287.4505900000001,42.12825,75.963,193.769,4.763
2696,375.71923,-1223.85294,32.43600000000001,135.006,54.386,10.653
2697,375.72040999999996,-1318.23689,45.22925000000001,48.35,66.712,4.064
2698,375.73764,-1294.86861,43.12425,132.398,128.81,-0.814
2699,375.7515,-1244.87014,35.240249999999996,193.409,290.602,-23.899
2700,375.76831,-1262.43355,38.4075,218.349,337.024,-16.51
2701,375.78245000000004,-1303.2524099999998,44.18425,136.564,135.127,-19.217
2702,375.80798,-1243.3869399999999,35.18,189.411,288.402,-28.83
2703,375.82576,-1222.6175700000001,32.38825,139.993,36.084,1.131
2704,375.82851,-1209.46977,32.18625,95.345,67.17,-4.645
2705,375.82939,-1275.09308,40.49975,160.388,160.019,-16.108
2706,375.82957,-1250.09301,36.062,189.745,285.799,-9.909
2707,375.85497999999995,-1304.53481,44.5775,135.29,133.678,-37.109
2708,375.86915999999997,-1245.87224,35.2935,196.267,292.855,3.263
2709,375.87164,-1277.61628,39.857,161.896,193.115,31.383
2710,375.89394,-1290.6622399999999,43.3685,111.353,174.655,-38.314
2711,375.89537,-1210.54582,32.3515,94.938,57.217,-7.294
2712,375.90968,-1206.09861,31.619999999999997,70.308,60.415,16.911
2713,375.92568,-1248.5133899999998,35.38975,194.93,290.341,11.927
2714,375.92773,-1255.65647,36.256,160.898,261.133,16.807
2715,375.93658,-1252.82573,36.615249999999996,168.313,253.236,-20.602
2716,375.96117,-1282.52315,41.904250000000005,107.808,215.514,-16.511
2717,375.96851000000004,-1228.73187,33.007749999999994,154.495,174.239,5.499
2718,376.00924,-1259.13852,37.24825,204.566,287.358,25.703
2719,376.02902,-1291.95025,43.34575,125.253,155.694,-34.536
2720,376.07146,-1283.94899,42.48525,85.415,200.829,-26.106
2721,376.10247999999996,-1234.39413,33.35875,126.013,205.674,37.565
2722,376.12748,-1240.55772,34.026,173.586,255.187,-1.071
2723,376.13122999999996,-1247.6723100000002,35.17075,195.114,292.494,19.023
2724,376.13893,-1217.08766,33.13925,129.037,23.362,-18.993
2725,376.14089,-1319.80354,45.626,36.14,67.364,11.272
2726,376.15042,-1264.7330200000001,39.546499999999995,177.452,321.375,-49.678
2727,376.1963,-1315.1138700000001,46.303,80.028,89.923,-35.998
2728,376.20979,-1235.9614299999998,33.493,143.008,220.078,18.495
2729,376.21157,-1238.64505,34.23175,164.791,243.772,-9.632
2730,376.21821,-1296.62059,43.2595,129.136,123.924,-4.914
2731,376.22739,-1312.4409099999998,45.0895,83.072,133.788,0.731
2732,376.23672,-1268.5046599999998,40.51349999999999,125.175,228.317,-24.411
2733,376.26524,-1218.36871,32.92575,138.636,20.584,-14.691
2734,376.26926000000003,-1285.14131,42.534,73.353,189.767,-6.562
2735,376.27729999999997,-1280.53217,41.5425,133.251,218.87,-23.215
2736,376.28426,-1214.74368,31.929250000000003,111.942,30.902,10.713
2737,376.29174,-1254.69183,36.39175,153.87,259.814,8.254
2738,376.29764,-1271.1123400000001,40.62475,143.878,172.369,0.385
2739,376.30615,-1207.3813400000001,31.771499999999996,87.794,59.228,11.872
2740,376.32376,-1215.78737,32.71,119.326,31.553,-13.796
2741,376.36658,-1212.38617,32.0115,95.765,34.644,10.142
2742,376.42651,-1221.2808799999998,32.273250000000004,143.397,32.097,0.456
2743,376.43928000000005,-1313.7739,46.005250000000004,83.922,121.221,-28.228
2744,376.45069,-1260.895,37.08125,213.184,310.792,39.369
2745,376.45138000000003,-1269.51067,40.775,129.429,207.718,-23.029
2746,376.4554,-1229.5476899999999,33.30225,156.475,206.712,-8.376
2747,376.46227000000005,-1251.2322,36.30625,182.321,282.362,-16.662
2748,376.48447999999996,-1306.02947,44.7915,133.974,134.6,-40.08
2749,376.49178,-1232.07029,33.9005,124.843,223.914,-0.111
2750,376.50291999999996,-1209.39325,32.017250000000004,94.33,56.01,-2.55
2751,376.52223,-1257.33932,37.07149999999999,170.492,270.511,-8.287
2752,376.53366,-1242.4851999999998,33.82925,182.33,279.677,-3.584
2753,376.56215000000003,-1316.7676999999999,45.519999999999996,60.112,68.797,-10.966
2754,376.57527000000005,-1310.92426,44.797000000000004,84.569,140.263,10.289
2755,376.57665000000003,-1213.6861299999998,31.71925,102.611,28.629,20.653
2756,376.58234999999996,-1225.6069499999999,32.33975,139.884,113.47,20.644
2757,376.58878000000004,-1272.60918,40.414249999999996,154.906,162.492,0.705
2758,376.60189,-1263.9538799999998,39.141000000000005,192.705,332.751,-38.92
2759,376.61084999999997,-1274.20176,40.19075,159.839,157.953,-3.943
2760,376.61818,-1299.73551,43.31925,129.171,126.265,-1.452
2761,376.61946,-1293.21125,42.9885,131.899,145.946,-17.58
2762,376.62273999999996,-1219.91293,32.293749999999996,147.038,23.579,-2.084
2763,376.66603000000003,-1230.75246,33.76,146.338,227.493,-23.779
2764,376.68323,-1302.6341200000002,43.0705,140.808,139.824,13.154
2765,376.70284000000004,-1288.8862900000001,42.52775,93.255,183.302,-13.487
2766,376.71304,-1303.92767,44.18275,139.508,142.663,-18.089
2767,376.73368,-1246.47223,34.9315,193.625,295.233,15.49
2768,376.73526,-1297.84554,43.32875000000001,125.447,124.771,-11.085
2769,376.76753,-1309.80807,44.6285,89.499,142.081,-0.331
2770,376.77193,-1236.86951,33.73374999999999,153.657,236.428,5.909
2771,376.77688,-1307.36978,44.541000000000004,123.041,136.008,-30.52
2772,376.77853000000005,-1249.3028700000002,35.77575,189.787,290.831,-1.492
2773,376.79591999999997,-1245.1698999999999,35.153,192.396,292.36,-20.564
2774,376.79993,-1278.9378700000002,39.9545,145.121,207.932,20.125
2775,376.81237,-1227.2656000000002,32.494499999999995,151.465,165.279,32.351
2776,376.82876,-1308.43005,44.65075,106.63,139.069,-17.042
2777,376.84734999999995,-1262.6459399999999,37.865,207.571,336.574,-1.565
2778,376.86368,-1243.68479,35.02675,187.866,287.584,-28.751
2779,376.86704,-1301.28482,42.5795,136.023,134.693,24.96
2780,376.87902,-1287.92747,42.1345,84.628,180.224,5.69
2781,376.88370000000003,-1277.69549,39.402,157.589,190.514,45.501
2782,376.89246,-1228.34118,32.49425,161.049,193.535,30.852
2783,376.928,-1318.42154,45.441500000000005,40.338,67.897,0.691
2784,376.95718,-1239.33775,34.12675,170.649,251.423,-4.059
2785,376.96982,-1295.24494,42.9565,130.798,137.742,2.136
2786,376.9871,-1216.44487,32.34825,126.951,23.355,-3.987
2787,377.00152,-1223.86854,32.31925,140.191,78.841,3.147
2788,377.00182,-1265.79801,39.4395,159.448,289.784,-19.017
2789,377.01355,-1275.89188,39.7795,161.268,161.938,0.749
2790,377.05018,-1286.71266,41.827999999999996,79.145,179.39,24.484
2791,377.0505,-1233.3773600000002,33.837,118.543,227.249,32.293
2792,377.059,-1283.26484,41.698,99.143,208.938,-1.104
2793,377.07465,-1252.5656299999998,36.4485,165.076,273.695,-7.46
2794,377.10068,-1258.60644,37.229,186.903,275.282,-12.786
2795,377.10884000000004,-1271.9349499999998,40.50875,153.142,168.303,-0.818
2796,377.12129999999996,-1256.0659699999999,36.89575,153.105,270.139,-16.807
2797,377.13063,-1267.67574,39.87275,135.21,242.958,-7.788
2798,377.13257,-1235.42557,33.56175,133.93,222.297,28.917
2799,377.1538,-1210.68478,32.10075,93.546,39.361,-11.616
2800,377.1547,-1205.1161599999998,32.08475,61.453,42.954,-3.584
2801,377.16542,-1290.7644599999999,42.931999999999995,113.712,168.623,-32.045
2802,377.17406,-1259.76342,36.989,203.115,290.944,38.95
2803,377.21468,-1247.9581799999999,35.1445,191.734,294.846,19.556
2804,377.279,-1206.85144,31.5315,87.192,38.106,18.221
2805,377.28837,-1218.7633600000001,32.1975,143.863,26.543,-3.371
2806,377.29235,-1280.01949,40.3135,133.087,212.735,19.249
2807,377.4033,-1208.58673,31.618999999999996,97.09,41.732,8.643
2808,377.41006,-1281.81831,40.5935,115.562,216.272,16.322
2809,377.42654999999996,-1315.43282,45.72774999999999,80.854,94.733,-10.003
2810,377.42715000000004,-1254.97273,36.640499999999996,141.509,269.621,-5.272
2811,377.43153,-1253.5536299999999,36.4045,149.53,271.538,-2.531
2812,377.43636,-1284.8396200000002,42.767500000000005,89.208,196.536,-32.674
2813,377.4378,-1221.35899,31.905250000000002,146.632,55.483,5.873
2814,377.47887,-1261.6841200000001,36.5875,198.778,316.353,79.805
2815,377.48444,-1222.74572,32.109249999999996,145.281,70.722,0.698
2816,377.49075,-1212.21174,32.33175,98.235,26.627,-16.168
2817,377.51908000000003,-1270.32411,40.76875,143.736,192.331,-18.911
2818,377.5202,-1293.92832,42.807,130.609,147.58,-6.171
2819,377.52152,-1296.3863000000001,43.1185,126.839,138.493,0.153
2820,377.53507,-1272.9303400000001,40.2605,157.237,165.395,3.081
2821,377.56273999999996,-1292.41894,43.06775,126.337,155.502,-34.644
2822,377.56969,-1305.04515,44.34825,137.68,147.446,-20.815
2823,377.57645,-1313.75647,45.82675,90.881,134.013,-20.507
2824,377.59552,-1241.21165,33.65575,179.215,261.601,16.213
2825,377.5994,-1316.2533500000002,45.41075,64.877,83.784,-0.888
2826,377.62825,-1230.46981,33.53125,159.161,257.328,-15.646
2827,377.63415000000003,-1214.8426299999999,31.6465,116.605,21.959,9.574
2828,377.63902,-1300.1764099999998,43.17475,128.469,134.749,4.906
2829,377.66878,-1310.84648,45.099250000000005,89.39,148.719,-9.215
2830,377.67808,-1249.8519199999998,36.07675,184.653,291.944,-12.338
2831,377.67814000000004,-1273.9770800000001,39.9795,159.57,163.071,5.831
2832,377.71533,-1264.02802,38.68175,184.287,324.487,-19.474
2833,377.71628999999996,-1268.7043600000002,40.31575,135.833,227.495,-16.884
2834,377.75552000000005,-1251.04134,36.487,180.054,289.465,-18.901
2835,377.77225,-1317.07388,45.1205,50.312,77.415,5.551
2836,377.77643,-1285.6452199999999,42.37,90.215,190.347,-9.59
2837,377.78285999999997,-1213.1139699999999,32.08975,103.182,19.471,-9.358
2838,377.8018,-1266.82022,39.24675,144.271,257.993,10.307
2839,377.82437,-1244.35627,34.80525,188.379,285.388,-18.645
2840,377.85813,-1242.97094,33.83,181.445,276.491,7.476
2841,377.86073999999996,-1289.34422,42.18875,93.999,177.424,-5.966
2842,377.88193,-1306.7038,44.183,131.513,146.889,-16.997
2843,377.89724,-1226.82719,32.191250000000004,158.451,175.061,48.414
2844,377.92226,-1276.12182,39.7105,152.377,165.22,3.517
2845,377.92927000000003,-1277.27774,39.473,148.624,185.256,16.208
2846,377.94262,-1225.64926,32.103,150.685,136.626,26.784
2847,377.94333,-1303.59063,43.368,139.175,148.731,-1.29
2848,377.96047,-1248.8821200000002,35.5545,187.415,294.38,3.629
2849,377.96995000000004,-1239.6415900000002,34.12975,175.976,253.062,-2.599
2850,377.98067,-1278.66348,39.495749999999994,135.673,203.388,42.326
2851,377.98843,-1234.27771,33.775,123.026,231.817,38.816
2852,377.99965999999995,-1217.60466,31.48875,138.097,24.691,1.636
2853,378.00016,-1262.6436,37.21625,185.807,323.571,43.36
2854,378.02699,-1219.6215,31.3475,149.811,46.654,13.319
2855,378.03093,-1308.69724,44.826,105.167,153.549,-32.305
2856,378.05588,-1236.7943500000001,33.93925,153.845,237.965,7.093
2857,378.05683,-1302.3232600000001,42.8975,136.646,143.695,12.706
2858,378.06996999999996,-1251.9103400000001,36.2845,170.276,285.892,-6.344
2859,378.07125,-1271.50302,40.51625000000001,153.562,177.61,-6.037
2860,378.07524,-1206.00448,31.7635,86.085,30.632,-2.211
2861,378.07868,-1299.28961,43.3725,122.117,135.661,-7.589
2862,378.0842,-1246.72783,34.966750000000005,194.328,295.684,15.671
2863,378.08514,-1238.39487,34.162,168.977,250.526,-6.47
2864,378.10059,-1216.06509,31.844250000000002,127.653,22.296,-0.094
2865,378.11566,-1209.93849,32.066,101.942,30.89,-14.057
2866,378.11662,-1314.75412,45.799,86.978,122.033,-16.816
2867,378.15878000000004,-1291.43479,42.96125,116.56,162.634,-33.161
2868,378.16343,-1312.12494,45.393,90.682,148.557,-13.571
2869,378.19048,-1256.93077,37.048500000000004,151.389,273.188,-26.222
2870,378.22449,-1290.30592,42.67675,105.757,169.127,-20.264
2871,378.25756,-1297.42884,43.3095,123.359,141.916,-3.192
2872,378.26427,-1228.92599,32.72025,177.6,241.888,19.728
2873,378.27267,-1227.90129,32.166,173.405,211.711,57.531
2874,378.27873999999997,-1275.0578799999998,39.84225,156.132,164.393,4.295
2875,378.28319,-1205.1314499999999,32.13999999999999,79.096,35.84,-31.197
2876,378.30692,-1235.87944,33.87,140.175,229.757,25.063
2877,378.30928,-1265.42538,38.709500000000006,156.127,288.259,-0.413
2878,378.32462,-1260.01891,36.76025,188.295,288.592,40.938
2879,378.34882,-1245.2598500000001,34.77325,194.459,290.263,-5.35
2880,378.36336,-1258.8817900000001,37.00075,174.292,275.143,-24.601
2881,378.41384999999997,-1281.2528799999998,40.13925,103.951,221.868,41.487
2882,378.42071999999996,-1253.13236,36.19675,155.92,282.072,10.565
2883,378.43086999999997,-1292.89853,42.91275,125.268,157.566,-20.238
2884,378.46744,-1284.2157,42.124,94.822,206.445,-19.473
2885,378.484,-1300.9720300000001,43.04575,128.016,140.675,5.053
2886,378.49115,-1204.25842,32.29575,66.348,38.199,-50.43
2887,378.49808,-1211.67643,32.53425,107.994,21.775,-36.47
2888,378.49906,-1286.61089,42.06475,92.55,181.862,11.743
2889,378.50437,-1279.93946,39.9145,112.922,215.771,26.098
2890,378.5052,-1273.32007,40.2645,159.398,172.031,0.831
2891,378.52711999999997,-1242.1725900000001,33.7565,182.804,263.592,18.069
2892,378.53042,-1295.735,42.99425,130.584,148.688,-1.813
2893,378.53211,-1224.48826,32.1235,153.156,117.819,6.183
2894,378.54669,-1232.00946,33.98275,150.449,272.269,-14.064
2895,378.59857,-1214.23622,31.857750000000003,117.673,19.777,-15.332
2896,378.61253000000005,-1307.62825,44.3095,117.631,153.564,-16.756
2897,378.61643,-1304.44925,43.6265,135.599,152.228,0.745
2898,378.65679,-1315.75177,45.350249999999996,73.68,107.854,0.315
2899,378.68491,-1254.81634,36.43075,135.221,279.208,23.036
2900,378.68528999999995,-1310.2463400000001,44.804,92.183,157.706,-15.074
2901,378.72483,-1282.3401299999998,40.50825,93.027,224.29,33.969
2902,378.74611,-1261.25823,36.41375,178.109,300.951,73.067
2903,378.7502,-1278.09176,39.815,132.647,195.969,4.552
2904,378.77021,-1287.67634,42.04975,91.727,176.147,18.295
2905,378.77363,-1209.04669,31.649250000000002,109.666,22.346,-4.895
2906,378.80052,-1266.32095,38.745749999999994,139.08,265.259,11.141
2907,378.80791999999997,-1269.4104499999999,40.1805,141.842,215.958,-8.684
2908,378.80834999999996,-1223.4055,31.860750000000003,155.391,103.478,-2.38
2909,378.83845,-1218.51423,30.8695,144.892,43.717,17.176
2910,378.8386,-1288.8758500000001,42.2895,94.517,174.443,7.066
2911,378.86139000000003,-1313.28337,45.8055,92.882,145.056,-25.35
2912,378.87023999999997,-1267.50022,39.3115,134.017,243.978,6.994
2913,378.8754,-1210.30226,32.02825,113.898,22.366,-26.016
2914,378.88196000000005,-1306.20022,43.41275,132.058,153.359,9.529
2915,378.91381,-1233.66214,34.024,134.159,252.506,5.015
2916,378.915,-1243.77602,34.452,186.641,271.048,1.002
2917,378.92298999999997,-1250.50287,36.0505,183.181,291.32,-8.892
2918,378.92371,-1230.32237,33.41575,180.829,272.47,-23.553
2919,378.92615,-1221.48966,31.778500000000005,155.221,89.451,-1.593
2920,378.93435,-1264.5068999999999,38.3025,149.822,298.809,-6.265
2921,378.93664,-1240.44412,34.2355,186.502,249.09,-6.47
2922,378.95081,-1207.79891,31.357999999999997,105.812,18.735,6.485
2923,378.96524,-1298.70931,43.461,120.679,144.762,-6.279
2924,378.99490999999995,-1255.95025,36.525,132.239,275.89,9.959
2925,379.00872,-1263.42763,37.549,155.318,309.511,16.913
2926,379.05142,-1247.6536299999998,35.095749999999995,195.428,294.273,11.253
2927,379.06460999999996,-1226.31351,32.07175,171.677,167.74,38.835
2928,379.1133,-1309.27846,44.804500000000004,97.117,158.473,-19.671
2929,379.12234,-1216.64366,31.492000000000004,132.781,27.748,-0.04
2930,379.1374,-1244.9263700000001,34.6885,195.878,280.028,-4.447
2931,379.23171,-1285.17294,42.475249999999996,98.139,199.721,-29.875
2932,379.23187,-1262.10826,37.089999999999996,155.53,306.84,24.862
2933,379.23222999999996,-1228.02478,32.14875000000001,191.732,220.922,54.896
2934,379.23940000000005,-1237.0851499999999,34.2385,164.458,234.116,-3.198
2935,379.2397,-1205.51284,31.99575,102.225,34.732,-36.2
2936,379.25364,-1303.47102,43.27175,132.916,151.3,5.388
2937,379.25955,-1302.55289,43.28025,131.842,145.764,3.176
2938,379.28040999999996,-1239.21047,34.343250000000005,183.79,240.495,-7.999
2939,379.29325,-1274.0968899999998,39.99625,157.547,176.277,3.658
2940,379.29814,-1289.88802,42.572750000000006,102.18,170.378,-2.383
2941,379.34281,-1296.6454199999998,43.193,128.978,154.681,-7.019
2942,379.36851,-1257.5974199999998,36.93075,143.052,273.138,-16.116
2943,379.37194,-1272.6608899999999,40.24675,157.049,181.647,-3.735
2944,379.37306,-1259.43478,36.95,162.286,282.36,-22.806
2945,379.37617,-1299.71498,43.523500000000006,121.309,144.146,-4.799
2946,379.39668,-1229.3023400000002,32.9175,193.899,255.268,3.441
2947,379.42752,-1294.2371799999999,42.75,135.082,153.682,-2.684
2948,379.42802,-1291.3216200000002,43.01325,114.546,163.573,-24.316
2949,379.44072,-1248.83095,35.485749999999996,194.303,292.426,1.804
2950,379.46758,-1212.82428,31.95825,126.075,18.419,-31.127
2951,379.48636,-1306.92904,43.254999999999995,122.159,157.713,23.305
2952,379.51901000000004,-1215.27231,31.630000000000003,128.102,24.26,-12.228
2953,379.54426,-1276.88995,39.85325,140.313,181.7,-11.957
2954,379.54794,-1270.5178600000002,40.32575,150.166,200.744,-11.703
2955,379.55021,-1253.1998999999998,36.22149999999999,160.27,286.266,8.466
2956,379.55934,-1314.44181,45.707,93.546,138.016,-20.944
2957,379.56066,-1231.59807,33.7355,175.147,273.137,-47.64
2958,379.56829,-1220.31989,31.401999999999997,157.266,84.339,0.378
2959,379.57155,-1204.5208,31.829,111.982,48.422,-38.035
